source_file,run_name,id,category,prompt_length_words,generation_length_words,length_bucket,feature_clipping_enabled,feature_clip_layer,feature_clip_tokens_collected,perplexity,energy,entropy,lexical_similarity,eigenIndicator,eigenIndicatorOutput,answer_similarity,rough_correct,rough_hallucination
halogen_outputs/tinyllama_code_100_clip/0.pkl,tinyllama_code_100_clip,halogen_6740,code,37,38,short_0_100,True,model.layers.20,3000,0.6916285717331747,-16.925027072429657,0.2515901755081913,0.08327643029236753,-1.9470264257206995,,,,
halogen_outputs/tinyllama_code_100_clip/0.pkl,tinyllama_code_100_clip,halogen_6741,code,31,50,short_0_100,True,model.layers.20,3000,0.7455408636173734,-16.6851860890623,0.256128981368417,0.1273492752718472,-1.9407250684471578,,,,
halogen_outputs/tinyllama_code_100_clip/0.pkl,tinyllama_code_100_clip,halogen_6742,code,26,38,short_0_100,True,model.layers.20,3000,0.394951259448652,-18.410149082541466,0.24301423668666647,0.15774739365701518,-1.9934883637255894,,,,
halogen_outputs/tinyllama_code_100_clip/0.pkl,tinyllama_code_100_clip,halogen_6743,code,19,37,short_0_100,True,model.layers.20,3000,0.43589430625736586,-17.851452186703682,0.23594460497034894,0.15497654800054494,-2.0828969431484294,,,,
halogen_outputs/tinyllama_code_100_clip/0.pkl,tinyllama_code_100_clip,halogen_6744,code,30,46,short_0_100,True,model.layers.20,3000,0.8576014742981022,-17.489345759153366,0.2508599160646639,0.09627813019534191,-2.0230022182262286,,,,
halogen_outputs/tinyllama_code_100_clip/0.pkl,tinyllama_code_100_clip,halogen_6745,code,23,43,short_0_100,True,model.layers.20,3000,0.4662385196907054,-17.751181095838547,0.2405323972147034,0.08934455854341677,-1.995725571549773,,,,
halogen_outputs/tinyllama_code_100_clip/0.pkl,tinyllama_code_100_clip,halogen_6746,code,31,45,short_0_100,True,model.layers.20,3000,0.8712957490361625,-16.49934746325016,0.2000556629123232,0.14205947676175482,-2.0469178934514596,,,,
halogen_outputs/tinyllama_code_100_clip/0.pkl,tinyllama_code_100_clip,halogen_6747,code,24,0,short_0_100,True,model.layers.20,3000,1.0388460334860055,-14.163846015930176,0.12230237999460221,0.8,-2.706248547937789,,,,
halogen_outputs/tinyllama_code_100_clip/0.pkl,tinyllama_code_100_clip,halogen_6748,code,24,46,short_0_100,True,model.layers.20,3000,0.36903900097777087,-18.775258481502533,0.23443522978706466,0.18764950817698012,-1.949323391027739,,,,
halogen_outputs/tinyllama_code_100_clip/0.pkl,tinyllama_code_100_clip,halogen_6749,code,23,18,short_0_100,True,model.layers.20,3000,1.3284319704274312,-15.25828222433726,0.2509577998492674,0.12222312544931926,-1.9794985449895233,,,,
halogen_outputs/tinyllama_code_100_clip/0.pkl,tinyllama_code_100_clip,halogen_6750,code,26,54,short_0_100,True,model.layers.20,3000,0.6226161076157067,-17.43395632505417,0.22828318455395785,0.1339548941659415,-1.9753096672399706,,,,
halogen_outputs/tinyllama_code_100_clip/0.pkl,tinyllama_code_100_clip,halogen_6751,code,33,35,short_0_100,True,model.layers.20,3000,0.7830278921678506,-17.159248679876328,0.23518910054570386,0.12600613234876176,-1.970965585575692,,,,
halogen_outputs/tinyllama_code_100_clip/0.pkl,tinyllama_code_100_clip,halogen_6752,code,21,43,short_0_100,True,model.layers.20,3000,0.20842213950610916,-19.018175542354584,0.2294546312617478,0.18624048944567137,-1.9595863671262883,,,,
halogen_outputs/tinyllama_code_100_clip/0.pkl,tinyllama_code_100_clip,halogen_6753,code,24,32,short_0_100,True,model.layers.20,3000,1.0313594334628684,-16.595659986138344,0.26335205186537014,0.14160847586575026,-2.015169419099234,,,,
halogen_outputs/tinyllama_code_100_clip/0.pkl,tinyllama_code_100_clip,halogen_6754,code,25,47,short_0_100,True,model.layers.20,3000,0.48239915636202774,-18.257789745926857,0.20007457922557959,0.18035599275038178,-1.9910047310481738,,,,
halogen_outputs/tinyllama_code_100_clip/0.pkl,tinyllama_code_100_clip,halogen_6755,code,29,0,short_0_100,True,model.layers.20,3000,1.3931714752238642,-13.736921310424805,0.6399196865273575,0.27008547008547007,-2.5930292222480453,,,,
halogen_outputs/tinyllama_code_100_clip/0.pkl,tinyllama_code_100_clip,halogen_6756,code,32,47,short_0_100,True,model.layers.20,3000,0.44888395964377165,-17.810517325997353,0.24293394629778375,0.14505894712291353,-1.993685640648501,,,,
halogen_outputs/tinyllama_code_100_clip/0.pkl,tinyllama_code_100_clip,halogen_6757,code,25,35,short_0_100,True,model.layers.20,3000,0.5944931443081536,-18.182078644633293,0.21828372191065387,0.17521337458822273,-1.9841946904555026,,,,
halogen_outputs/tinyllama_code_100_clip/0.pkl,tinyllama_code_100_clip,halogen_6758,code,23,23,short_0_100,True,model.layers.20,3000,1.0805795832826322,-16.098341077566147,0.23810057105180107,0.09383391583359647,-1.979422322077624,,,,
halogen_outputs/tinyllama_code_100_clip/0.pkl,tinyllama_code_100_clip,halogen_6759,code,22,34,short_0_100,True,model.layers.20,3000,1.1505641250914898,-15.938100755214691,0.22181644529098415,0.12244269393003808,-1.9960869205679053,,,,
halogen_outputs/tinyllama_code_100_clip/0.pkl,tinyllama_code_100_clip,halogen_6760,code,23,47,short_0_100,True,model.layers.20,3000,0.8333068145291384,-17.223046824336052,0.2456147371473703,0.16200099991736433,-1.9570252364832892,,,,
halogen_outputs/tinyllama_code_100_clip/0.pkl,tinyllama_code_100_clip,halogen_6761,code,26,46,short_0_100,True,model.layers.20,3000,0.23561924677743942,-18.878899306058884,0.23419934297615602,0.19780756219847462,-1.99518473793905,,,,
halogen_outputs/tinyllama_code_100_clip/0.pkl,tinyllama_code_100_clip,halogen_6762,code,21,39,short_0_100,True,model.layers.20,3000,0.6431889280861837,-17.32186934351921,0.2790865504219419,0.16690417750100306,-1.9513764143803496,,,,
halogen_outputs/tinyllama_code_100_clip/0.pkl,tinyllama_code_100_clip,halogen_6763,code,27,34,short_0_100,True,model.layers.20,3000,0.4943711744563343,-18.722581759095192,0.21393795891043826,0.168390234620653,-1.9533163056001854,,,,
halogen_outputs/tinyllama_code_100_clip/0.pkl,tinyllama_code_100_clip,halogen_6764,code,23,51,short_0_100,True,model.layers.20,3000,0.5951451525261353,-17.495627343654633,0.2350548479804139,0.18026608744697042,-1.998446406258752,,,,
halogen_outputs/tinyllama_code_100_clip/0.pkl,tinyllama_code_100_clip,halogen_6765,code,20,43,short_0_100,True,model.layers.20,3000,0.23767737727294275,-19.09296290576458,0.229963693948471,0.16628164264299933,-1.9692224051763048,,,,
halogen_outputs/tinyllama_code_100_clip/0.pkl,tinyllama_code_100_clip,halogen_6766,code,31,30,short_0_100,True,model.layers.20,3000,0.8322683904270024,-17.81099628365558,0.2849359296125369,0.10118799927394287,-2.0174074035535265,,,,
halogen_outputs/tinyllama_code_100_clip/0.pkl,tinyllama_code_100_clip,halogen_6767,code,21,0,short_0_100,True,model.layers.20,3000,1.0240986529600902,-14.46941089630127,0.1695753464625175,0.6243641231593039,-2.5928955705392673,,,,
halogen_outputs/tinyllama_code_100_clip/0.pkl,tinyllama_code_100_clip,halogen_6768,code,26,53,short_0_100,True,model.layers.20,3000,0.741501032405094,-17.2743379175663,0.23742379673010014,0.13121918530270377,-1.9861108010269266,,,,
halogen_outputs/tinyllama_code_100_clip/0.pkl,tinyllama_code_100_clip,halogen_6769,code,29,56,short_0_100,True,model.layers.20,3000,0.8521046528028212,-16.35778096318245,0.25709260818963003,0.12413962425175885,-2.0219583556642258,,,,
